Taille de base;Taille compressé;Gain de taille;Temps de compression 
1000;1029,0;-29,0;7,358135384000001
1050;1066,5;-16,5;8,613574564
1100;1128,0;-28,0;9,494859487
1150;1166,0;-16,0;10,406141128000002
1200;1204,0;-4,0;11,525184820999996
1250;1254,0;-4,0;13,371333334
1300;1292,5;7,5;12,912941947999997
1350;1332,5;17,5;13,382778665999979
1400;1389,0;11,0;15,111450255999983
